fecha,SF282,SF3338,SF3270,SF3367,SF17858,SF17859,SF18607,SF17806,SF17807,SF17808,SF46997,SF46998,SF17990,SF18608,SF33229,SF30057,SF41841,SF60719,SF64840,SF18605,SF26717,SF98792,SF33230,SF98793,SF42852,SF221660,SF221661,SF4830,SF4831,SF4832,SF4842,SF17861,SF17862,SF18609,SF18606,SF26718,SF33231,SF221662,SF221663,SF17802,SF17803,SF17804
2006-10-01,7.05,7.21,7.42,7.5,,,,,,4.04,4.15,4.23,7.62,7.88,8.24,8.4,,8.08,,0.18,,,0.18,,0.18,,,7.05,7.21,7.42,7.5,,,,0.18,,0.18,,,,,4.04
2006-11-01,7.04,7.16,7.26,7.28,,,,,,3.95,3.99,4.04,7.39,7.5,7.88,7.88,7.95,,,0.17,,,0.17,,0.16,,,7.04,7.16,7.26,7.28,,,,0.17,,0.17,,,,,3.95
2006-12-01,7.04,7.16,7.2,7.27,,,,,,3.66,3.75,3.8,7.18,7.28,7.41,7.56,7.57,,,0.18,,,0.16,,0.16,,,7.03,7.15,7.2,7.27,,,,0.18,,0.16,,,,,3.66
2007-01-01,7.04,7.19,7.31,7.46,,,,,,3.54,3.58,3.67,7.7,7.52,,7.43,7.93,,,0.18,,,0.16,,0.16,,,7.04,7.19,7.31,7.46,,,,0.18,,0.16,,,,,3.54
2007-02-01,7.04,7.19,7.34,7.38,,,,,,3.8,3.81,3.9,7.47,7.7,,7.96,,7.71,,0.17,,,0.14,,0.16,,,7.04,7.19,7.34,7.38,,,,0.17,,0.14,,,,,3.8
2007-03-01,7.04,7.21,7.38,7.52,,,,,,3.71,3.7,3.69,7.52,7.69,,7.82,7.99,,,0.16,,,0.11,,0.14,,,7.04,7.21,7.38,7.52,,,,0.16,,0.11,,,,,3.71
2007-04-01,7.01,7.15,7.27,7.38,,,,,,3.52,3.42,3.42,7.44,7.45,,7.62,7.57,,,0.13,,,0.1,,0.13,,,7.0,7.15,7.27,7.38,,,,0.13,,0.1,,,,,3.52
2007-05-01,7.24,7.41,7.53,7.6,,,,,,3.57,3.48,3.45,7.56,7.64,,7.7,,7.73,,0.13,,,0.1,,0.14,,,7.24,7.41,7.53,7.6,,,,0.13,,0.1,,,,,3.57
2007-06-01,7.2,7.38,7.45,7.58,,,,,,3.58,3.43,3.42,7.59,7.73,,7.56,7.56,,,0.14,,,0.1,,0.13,,,7.2,7.38,7.45,7.58,,,,0.14,,0.1,,,,,3.58
2007-07-01,7.19,7.34,7.45,7.51,,,,,,3.43,3.48,3.47,7.54,7.65,,7.62,7.68,,,0.17,,,0.1,,0.12,,,7.19,7.34,7.45,7.51,,,,0.17,,0.1,,,,,3.43
2007-08-01,7.2,7.38,7.51,7.63,,,,,,3.65,3.5,3.5,7.59,7.81,,7.9,7.89,7.71,,0.17,,,0.11,,0.12,,,7.2,7.38,7.51,7.63,,,,0.17,,0.11,,,,,3.65
2007-09-01,7.21,7.36,7.53,7.7,,,,,,3.63,3.57,3.63,7.55,7.77,,7.88,,7.85,,0.13,,,0.11,,0.12,,,7.21,7.36,7.53,7.7,,,,0.13,,0.11,,,,,3.63
2007-10-01,7.2,7.43,7.56,7.65,,,,3.4,,3.73,3.6,3.72,7.64,7.76,,,7.86,7.9,,0.11,,,0.11,,0.11,,,7.2,7.43,7.56,7.65,,,,0.11,,0.11,,,3.4,,3.73
2007-11-01,7.44,7.6,7.7,7.88,,,,3.4,,3.71,3.7,3.72,7.75,7.86,,7.93,8.13,,,0.11,,,0.1,,0.12,,,7.44,7.6,7.7,7.88,,,,0.11,,0.1,,,3.4,,3.71
2007-12-01,7.44,7.6,7.71,7.85,,,,3.4,,3.7,3.65,3.68,7.81,7.84,,8.09,,8.09,,0.13,,,0.1,,0.12,,,7.44,7.6,7.71,7.85,,,,0.13,,0.1,,,3.4,,3.7
2008-01-01,7.42,7.58,7.68,7.82,,,,3.44,,3.8,3.75,3.88,7.52,7.99,,7.65,8.28,8.16,,0.14,,,0.09,,0.11,,,7.42,7.58,7.68,7.82,,,,0.14,,0.09,,,3.44,,3.8
2008-02-01,7.43,7.51,7.52,7.43,,,,3.39,,3.65,,3.63,7.33,7.44,,,7.65,7.75,,0.13,,,0.1,,0.1,,,7.43,7.51,7.52,7.43,,,,0.13,,0.1,,,3.39,,3.65
2008-03-01,7.43,7.47,7.48,7.5,,,,3.55,,3.52,,3.69,7.29,7.34,,7.53,7.61,,,0.11,,,0.1,,0.1,,,7.43,7.47,7.48,7.5,,,,0.11,,0.1,,,3.55,,3.52
2008-04-01,7.44,7.54,7.61,7.6,,,,3.44,,3.6,,3.62,7.46,7.62,,7.72,,7.67,,0.1,,,0.1,,0.1,,,7.44,7.54,7.61,7.6,,,,0.1,,0.1,,,3.44,,3.6
2008-05-01,7.44,7.59,7.75,7.85,,,,3.47,,3.81,,3.81,7.86,7.98,,,7.95,8.19,,0.12,,,0.12,,0.13,,,7.44,7.59,7.75,7.85,,,,0.12,,0.12,,,3.47,,3.81
2008-06-01,7.56,7.79,8.01,7.89,,,,3.55,,4.19,,4.05,8.14,8.74,,8.25,8.9,,,0.16,,,0.13,,0.15,,,7.56,7.79,8.01,7.89,,,,0.16,,0.13,,,3.55,,4.19
2008-07-01,7.93,8.21,8.45,8.65,,,,3.39,,4.22,,4.48,8.7,8.97,,9.26,8.89,9.41,,0.19,,,0.17,,0.15,,,7.93,8.21,8.45,8.65,,,,0.19,,0.17,,,3.39,,4.22
2008-08-01,8.18,8.35,8.56,8.72,,,,3.11,,3.94,,4.13,8.62,8.6,,8.55,,8.88,,0.18,,,0.19,,0.2,,,8.18,8.35,8.56,8.72,,,,0.18,,0.19,,,3.11,,3.94
2008-09-01,8.17,8.32,8.46,8.66,,,,3.03,,4.03,,4.21,8.34,8.48,,,8.51,8.67,,0.15,,,0.18,,0.17,,,8.17,8.32,8.46,8.66,,,,0.15,,0.18,,,3.03,,4.03
2008-10-01,7.74,8.13,8.26,8.37,,,,3.83,,4.35,,5.27,8.59,8.36,,8.5,10.2,,,0.3,,,0.3,,0.33,,,7.74,8.13,8.26,8.37,,,,0.3,,0.3,,,3.83,,4.35
2008-11-01,7.43,7.96,8.28,8.51,,,,4.1,,4.89,,5.39,8.65,9.07,,9.82,,8.8,,0.62,,,0.32,,0.34,,,7.43,7.96,8.28,8.51,,,,0.62,,0.32,,,4.1,,4.89
2008-12-01,8.02,8.2,8.18,8.07,,,,3.4,,4.44,,4.33,7.55,8.28,,7.99,8.96,8.4,,0.49,,,0.4,,0.44,,,8.02,8.2,8.18,8.07,,,,0.49,,0.4,,,3.4,,4.44
2009-01-01,7.59,7.66,7.4,7.24,,,,3.39,,3.8,,3.85,6.91,7.7,,,7.73,7.84,0.27,0.35,,,0.33,,0.31,,,7.59,7.66,7.41,7.24,,,,0.35,,0.33,,,3.39,,3.8
2009-02-01,7.12,7.32,7.17,7.16,,,,3.47,,4.35,,4.72,7.17,7.6,,8.24,9.23,,0.38,0.41,,,0.35,,0.32,,,7.12,7.32,7.17,7.16,,,,0.41,,0.35,,,3.47,,4.35
2009-03-01,7.03,7.22,7.24,7.48,,,,3.29,,4.74,,4.94,7.08,8.48,,7.75,,9.78,0.43,0.55,,,0.43,,0.42,,,7.03,7.22,7.24,7.48,,,,0.55,,0.43,,,3.29,,4.74
2009-04-01,6.05,5.99,5.97,6.13,,,,3.01,,3.76,,4.44,6.04,7.15,,,8.18,8.36,0.33,,,0.38,,0.43,,,,6.04,5.98,5.96,6.13,,,,,,,,,3.01,,3.76
2009-05-01,5.29,5.24,5.25,5.41,,,,2.6,,3.94,,4.32,6.18,6.78,,7.55,8.13,,0.26,,,0.31,,0.36,,,,5.29,5.24,5.25,5.41,,,,,,,,,2.6,,3.94
2009-06-01,4.98,5.03,5.08,5.2,,,,2.61,,4.16,,4.74,6.2,7.45,,8.22,,9.04,0.22,,,0.29,,0.31,,,,4.98,5.03,5.08,5.2,,,,,,,,,2.61,,4.16
2009-07-01,4.59,4.69,4.8,5.12,,,,2.32,,3.92,,4.75,6.16,6.81,,8.09,8.8,9.08,0.27,,,0.33,,0.35,,,,4.59,4.68,4.8,5.12,,,,,,,,,2.32,,3.92
2009-08-01,4.49,4.59,4.78,5.13,,,,2.38,,3.68,,4.45,6.46,7.33,,,8.66,9.02,0.28,,,0.34,,0.38,,,,4.49,4.59,4.78,5.13,,,,,,,,,2.38,,3.68
2009-09-01,4.48,4.6,4.86,5.36,,,,2.34,,3.66,,4.36,6.6,7.5,,8.0,8.64,,0.29,,,0.36,,0.37,,,,4.48,4.6,4.86,5.36,,,,,,,,,2.34,,3.66
2009-10-01,4.51,4.64,4.92,5.39,,,,1.96,,3.29,,4.04,6.57,7.39,,8.05,,8.56,0.29,,,0.41,,0.33,,,,4.51,4.64,4.92,5.39,,,,,,,,,1.96,,3.29
2009-11-01,4.51,4.61,4.82,5.23,,,,1.68,,3.44,,4.12,6.3,7.25,,,8.55,8.67,0.28,,,0.42,,0.32,,,,4.51,4.61,4.82,5.23,,,,,,,,,1.68,,3.44
2009-12-01,4.5,4.6,4.85,5.07,,,,1.34,,3.35,,4.06,6.4,7.45,,7.81,8.44,8.73,0.24,,,0.38,,0.34,,,,4.5,4.6,4.85,5.07,,,,,,,,,1.34,,3.35
2010-01-01,4.49,4.62,4.83,4.99,,,,1.4,,3.36,,,6.27,7.37,,,8.41,,0.22,0.24,,0.33,,0.39,,,,4.49,4.62,4.83,4.99,,,,0.24,,,,,1.4,,3.36
2010-02-01,4.49,4.64,4.74,5.0,,,,1.76,,3.29,,,6.1,7.05,,7.66,,8.49,0.19,0.24,,0.27,,0.37,,,,4.49,4.64,4.74,5.0,,,,0.24,,,,,1.76,,3.29
2010-03-01,4.45,4.64,4.77,5.08,,,,2.07,,3.31,,4.27,6.12,6.75,,,8.14,8.46,0.23,0.28,,0.26,,0.33,,,,4.45,4.64,4.77,5.08,,,,0.28,,,,,2.07,,3.31
2010-04-01,4.44,4.63,4.72,5.09,,,,1.96,,3.4,,4.13,5.85,6.63,,7.54,7.99,,0.25,0.29,,0.27,0.28,0.37,0.37,,,4.44,4.63,4.72,5.09,,,,0.29,,0.28,,,1.96,,3.4
2010-05-01,4.52,4.64,4.72,4.96,,,,2.24,,3.4,,4.05,5.73,6.2,,7.49,,8.2,0.26,0.3,,0.26,0.25,0.34,,,,4.52,4.64,4.72,4.96,,,,0.3,,0.25,,,2.24,,3.4
2010-06-01,4.59,4.66,4.72,4.86,,,,1.5,,2.87,,3.97,5.37,6.23,,,7.79,7.69,0.17,0.21,,0.2,,0.26,,,,4.59,4.66,4.72,4.86,,,,0.21,,,,,1.5,,2.87
2010-07-01,4.6,4.64,4.7,4.8,,,,1.38,,,,3.65,5.43,,,6.88,,,0.12,0.18,,0.17,0.18,0.2,0.19,,,4.6,4.64,4.7,4.77,,,,0.18,,0.18,,,1.38,,
2010-08-01,4.52,4.64,4.71,4.78,,,,1.21,,2.17,,2.99,5.38,,,6.49,6.69,,0.15,0.18,,,0.16,,0.15,,,4.52,4.64,4.71,4.77,,,,0.18,,0.16,,,1.21,,2.17
2010-09-01,4.43,4.61,4.65,4.74,,,,1.05,,2.2,,3.26,5.23,,,6.25,,7.23,0.17,0.22,,,0.16,,0.17,,,4.43,4.61,4.65,4.74,,,,0.22,,0.16,,,1.05,,2.2
2010-10-01,4.03,4.39,4.55,4.66,,,,0.77,,1.97,,2.93,5.04,5.53,,,6.71,7.03,0.32,0.37,,,0.22,,0.2,,,4.03,4.39,4.55,4.65,,,,0.37,,0.22,,,0.77,,1.97
2010-11-01,3.97,4.25,4.37,4.52,,,,0.97,,2.02,,3.49,5.15,5.28,,6.13,7.29,,0.3,0.36,,,0.26,,0.23,,,3.97,4.25,4.37,4.52,,,,0.36,,0.26,,,0.97,,2.02
2010-12-01,4.3,4.53,4.68,4.86,,,,1.27,,2.71,,3.9,5.44,6.11,,7.16,7.74,7.84,0.25,0.3,,,0.23,,0.21,,,4.3,4.53,4.68,4.85,,,,0.3,,0.23,,,1.27,,2.71
2011-01-01,4.14,4.44,4.55,4.76,,,,1.86,,,,3.99,5.89,6.27,,,,8.18,,0.37,,,0.27,,0.29,,,4.14,4.44,4.55,4.76,,,,0.37,,0.27,,,1.86,,
2011-02-01,4.04,4.29,4.58,4.82,,,,2.16,,,,4.18,5.87,6.4,,,8.18,8.31,,0.42,,,0.3,,0.34,,,4.04,4.29,4.58,4.81,,,,0.42,,0.3,,,2.16,,
2011-03-01,4.27,4.32,4.57,4.75,,,,2.11,,,,4.33,5.9,6.73,,,8.3,,,0.39,,,0.29,,0.34,,,4.27,4.32,4.57,4.75,,,,0.39,,0.29,,,2.11,,
2011-04-01,4.28,4.39,4.61,4.93,,,,2.17,,3.16,,4.26,5.87,6.45,,7.28,,8.5,,0.32,,,0.29,,0.32,,,4.28,4.39,4.61,4.92,,,,0.32,,0.29,,,2.17,,3.16
2011-05-01,4.31,4.45,4.6,4.84,,,,1.94,,3.1,,3.84,5.65,6.18,,,7.8,8.07,,0.3,,,0.24,,0.28,,,4.31,4.45,4.6,4.84,,,,0.3,,0.24,,,1.94,,3.1
2011-06-01,4.37,4.39,4.52,4.72,,,,1.67,,2.85,,3.81,5.51,5.94,,6.92,7.71,7.98,,0.23,,,0.24,,0.25,,,4.37,4.39,4.52,4.72,,,,0.23,,0.24,,,1.67,,2.85
2011-07-01,4.14,4.27,4.49,4.65,,,,1.26,,2.55,,3.76,5.59,,,6.9,,,,0.27,,,0.27,,0.21,,,4.14,4.27,4.49,4.64,,,,0.27,,0.27,,,1.26,,2.55
2011-08-01,4.05,4.22,4.42,4.52,,,,0.58,,2.04,,3.17,5.08,,,5.78,,7.68,,0.31,,,0.28,,0.15,,,4.05,4.22,4.42,4.52,,,,0.31,,0.28,,,0.58,,2.04
2011-09-01,4.23,4.28,4.37,4.46,,,,0.85,,2.45,,3.95,4.74,,,,,7.93,,0.28,,,0.25,,0.15,,,4.23,4.28,4.37,4.45,,,,0.28,,0.25,,,0.85,,2.45
2011-10-01,4.36,4.37,4.43,4.4,,,,0.68,,2.5,,3.8,4.66,5.11,,6.85,7.48,,,0.27,,,0.27,,0.2,,,4.36,4.37,4.43,4.4,,,,0.27,,0.27,,,0.68,,2.5
2011-11-01,4.35,4.37,4.43,4.47,,,,1.03,,2.22,,3.94,4.84,4.98,,6.38,,7.56,,0.27,,,0.31,,0.18,,,4.35,4.37,4.43,4.46,,,,0.27,,0.31,,,1.03,,2.22
2011-12-01,4.34,4.44,4.52,4.57,,,,1.38,,2.46,,3.9,5.0,5.3,,6.46,7.6,7.76,,0.29,,,0.35,,0.22,,,4.34,4.44,4.52,4.57,,,,0.29,,0.35,,,1.38,,2.46
2012-01-01,4.27,4.46,4.55,4.71,,,,1.69,,2.58,,3.79,5.01,5.46,,,7.41,7.47,,0.38,,,0.38,,0.24,,,4.28,4.46,4.55,4.7,,,,0.38,,0.38,,,1.69,,2.58
2012-02-01,4.32,4.39,4.48,4.6,,,,1.31,,2.19,,3.73,4.92,5.0,,,7.24,,,0.36,,,0.33,,0.29,,,4.32,4.39,4.48,4.6,,,,0.36,,0.33,,,1.31,,2.19
2012-03-01,4.24,4.43,4.51,4.64,,,,1.6,,2.52,,3.78,4.99,5.29,,,,7.67,,0.39,,,0.37,,0.34,,,4.24,4.43,4.51,4.63,,,,0.39,,0.37,,,1.6,,2.52
2012-04-01,4.29,4.35,4.4,4.57,,,,1.69,,2.26,,3.68,4.89,5.04,,,7.16,,,,,,,,0.33,0.2,0.29,4.29,4.35,4.4,4.57,,,,,,,0.2,0.29,1.69,,2.26
2012-05-01,4.39,4.39,4.48,4.61,,,,1.3,,2.2,,3.58,4.96,5.07,,6.22,7.25,,,,,,,,0.35,0.2,0.26,4.39,4.39,4.48,4.6,,,,,,,0.2,0.26,1.3,,2.2
2012-06-01,4.34,4.46,4.53,4.61,,,,0.54,,1.62,,3.02,4.72,4.79,,5.94,6.61,,,,,,,,0.29,0.2,0.3,4.34,4.46,4.53,4.6,,,,,,,0.2,0.3,0.54,,1.62
2012-07-01,4.15,4.41,4.51,4.58,,,,0.5,,,,2.29,4.71,,,5.12,,6.22,,,,,,,0.19,0.22,0.29,4.16,4.4,4.51,4.58,,,,,,,0.22,0.29,0.5,,
2012-08-01,4.13,4.32,4.51,4.59,,,,0.47,,,,2.94,4.79,,,,6.22,6.78,,,,,,,0.16,0.23,0.31,4.13,4.32,4.51,4.58,,,,,,,0.23,0.31,0.47,,
2012-09-01,4.17,4.27,4.51,4.59,,,,0.41,,,,2.81,4.85,,,5.44,6.57,,,,,,,,0.18,0.28,0.36,4.13,4.32,4.51,4.59,,,,,,,0.28,0.36,0.41,,
2012-10-01,4.21,4.35,4.53,4.64,,,,0.54,,1.25,,2.45,4.95,4.93,,5.35,,6.49,,,,,,,0.16,0.31,0.37,4.21,4.35,4.53,4.63,,,,,,,0.31,0.37,0.54,,1.25
2012-11-01,4.29,4.46,4.64,4.76,,,,0.83,,1.6,,2.67,4.99,5.2,,5.52,6.34,6.52,,,,,,,0.23,0.34,0.38,4.29,4.46,4.64,4.76,,,,,,,0.34,0.38,0.83,,1.6
2012-12-01,4.05,4.21,4.47,4.62,,,,1.02,,1.49,,2.67,4.94,5.05,,,6.28,6.42,,,,,,,0.27,0.36,0.39,4.05,4.21,4.47,4.61,,,,,,,0.36,0.39,1.02,,1.49
2013-01-01,4.15,4.3,4.44,4.59,,,,1.4,,1.56,,2.63,4.87,4.9,,5.47,5.83,,,,,,,,0.34,0.28,0.31,4.15,4.3,4.44,4.59,,,,,,,0.28,0.31,1.4,,1.56
2013-02-01,4.19,4.19,4.25,4.32,,,,1.04,,1.56,,2.38,4.51,4.68,,5.03,,6.1,,,,,,,0.33,0.22,0.26,4.19,4.19,4.25,4.32,,,,,,,0.22,0.26,1.04,,1.56
2013-03-01,3.98,4.0,4.09,4.22,,,,1.15,,1.41,,2.4,4.44,4.63,,,5.69,5.88,,,,,,,0.23,0.2,0.23,3.98,4.0,4.09,4.22,,,,,,,0.2,0.23,1.15,,1.41
2013-04-01,3.82,3.89,3.97,4.11,,,,0.95,,1.1,,2.32,4.27,4.15,,5.0,5.37,,,,,,,,0.17,0.2,0.24,3.82,3.89,3.97,4.11,,,,,,,0.2,0.24,0.95,,1.1
2013-05-01,3.72,3.73,3.8,3.98,,,,0.73,,1.36,,2.33,4.0,4.14,,4.64,5.88,5.32,,,,,,,0.16,0.17,0.2,3.72,3.73,3.8,3.98,,,,,,,0.17,0.2,0.73,,1.36
2013-06-01,3.78,3.83,3.91,4.08,,,,0.9,,1.8,,3.54,4.35,4.7,,6.2,,6.71,,,,,,,0.19,0.21,0.23,3.78,3.83,3.91,4.08,,,,,,,0.21,0.23,0.9,,1.8
2013-07-01,3.85,3.89,3.98,4.01,,,,1.16,,2.0,,3.25,4.69,,,,6.62,6.75,,,,,,,0.22,0.22,0.25,3.85,3.89,3.98,4.01,,,,,,,0.22,0.25,1.16,,2.0
2013-08-01,3.84,3.89,3.95,4.0,,,,0.79,,2.15,,3.52,4.79,,,5.93,7.0,,,,,,,,0.2,0.21,0.25,3.84,3.89,3.95,4.0,,,,,,,0.21,0.25,0.79,,2.15
2013-09-01,3.64,3.68,3.75,3.71,,,,0.56,,2.34,,3.56,4.34,,,6.13,,7.67,,,,,,,0.16,0.22,0.25,3.64,3.68,3.75,3.71,,,,,,,0.22,0.25,0.56,,2.34
2013-10-01,3.39,3.47,3.55,3.53,,,,0.4,,2.11,,3.61,4.04,4.79,,5.97,6.94,7.3,,,,,,,0.14,0.25,0.29,3.39,3.47,3.55,3.53,,,,,,,0.25,0.29,0.4,,2.11
2013-11-01,3.39,3.48,3.56,3.6,,,,0.7,,2.35,,3.82,4.35,5.22,,,7.24,7.65,,,,,,,0.13,0.24,0.26,3.39,5.36,3.56,3.6,,,,,,,0.24,0.26,0.7,,2.35
2013-12-01,3.29,3.41,3.51,3.64,,,,0.75,,2.54,,3.81,4.38,5.12,,6.33,7.18,,,,,,,,0.11,0.24,0.27,3.29,3.41,3.51,3.64,,,,,,,0.24,0.27,0.75,,2.54
2014-01-01,3.14,3.41,3.55,3.66,,,,0.58,,2.62,,3.88,5.06,5.27,,6.46,,7.59,,,,,,,0.08,0.22,0.25,3.14,3.41,3.55,3.66,,,,,,,0.22,0.25,0.58,,2.62
2014-02-01,3.16,3.39,3.52,3.78,,,,0.99,,2.6,,4.03,4.86,5.09,,,7.44,7.43,,,,,,,0.01,0.22,0.25,3.16,3.39,3.52,3.78,,,,,,,0.22,0.25,0.99,,2.6
2014-03-01,3.17,3.29,3.46,3.68,,,,1.15,,2.61,,3.77,4.8,5.06,,6.32,6.89,,,,,,,,0.03,0.21,0.25,3.17,3.29,3.46,3.68,,,,,,,0.21,0.25,1.15,,2.61
2014-04-01,3.23,3.37,3.49,3.66,,,,1.29,,2.75,,3.69,4.72,5.07,,6.15,7.12,7.2,,,,,,,0.05,0.18,0.22,3.23,3.37,3.49,3.66,,,,,,,0.18,0.22,1.29,,2.75
2014-05-01,3.28,3.42,3.51,3.61,,,,1.03,,2.48,,3.35,4.7,4.8,,5.87,,6.94,,,,,,,0.11,0.19,0.22,3.28,3.42,3.51,3.61,,,,,,,0.19,0.22,1.03,,2.48
2014-06-01,3.02,3.08,3.17,3.1,,,,0.55,,2.38,,3.34,4.57,4.57,,,6.53,6.65,,,,,,,0.04,0.2,0.22,3.02,3.08,3.17,3.1,,,,,,,0.2,0.22,0.55,,2.38
2014-07-01,2.83,2.9,2.99,3.03,,,,0.68,,2.43,,3.31,4.42,4.53,,5.69,6.4,,,,,,,,-0.03,0.17,0.2,2.83,2.9,2.99,3.03,,,,,,,0.17,0.2,0.68,,2.43
2014-08-01,2.77,2.89,2.97,3.01,,,,0.75,,2.36,,3.25,4.57,4.57,,5.65,,6.86,,,,,,,-0.02,0.16,0.19,2.77,2.89,2.97,3.01,,,,,,,0.16,0.19,0.75,,2.36
2014-09-01,2.83,2.86,2.97,3.09,,,,0.77,,2.51,,3.47,4.81,4.74,,,6.5,6.88,,,,,,,-0.03,0.16,0.19,2.83,2.86,2.97,3.09,,,,,,,0.16,0.19,0.77,,2.51
2014-10-01,2.9,2.95,3.04,3.17,,,,0.88,,2.64,,3.37,4.64,4.88,,6.08,6.5,6.74,,,,,,,-0.08,0.19,0.22,2.9,2.95,3.04,3.17,,,,,,,0.19,0.22,0.88,,2.64
